,Dimension,Probability,q-values,Number_of_nodes_visited,Path_Length,Solvable,Time
441,50,0.3,0.5,1742,0,0,1.1166131496429443
442,50,0.3,0.5,1685,100,1,1.1499650478363037
443,50,0.3,0.5,30,0,0,0.3831474781036377
444,50,0.3,0.5,5,0,0,0.3999595642089844
445,50,0.3,0.5,1529,102,1,1.0179684162139893
446,50,0.3,0.5,1,0,0,0.01677870750427246
447,50,0.3,0.5,1685,0,0,1.0656216144561768
448,50,0.3,0.5,1567,0,0,1.215470790863037
449,50,0.3,0.5,1,0,0,0.6042923927307129
450,50,0.3,0.5,1641,0,0,1.2057666778564453
451,50,0.3,0.5,1699,0,0,0.9987194538116455
452,50,0.3,0.5,5,0,0,0.03328990936279297
453,50,0.3,0.5,1731,102,1,1.1784169673919678
454,50,0.3,0.5,1712,98,1,1.1509554386138916
455,50,0.3,0.5,1724,98,1,1.1832799911499023
456,50,0.3,0.5,1701,102,1,1.0996382236480713
457,50,0.3,0.5,1708,0,0,1.301525354385376
458,50,0.3,0.5,1750,100,1,1.0065910816192627
459,50,0.3,0.5,1688,98,1,1.0311989784240723
460,50,0.3,0.5,1571,100,1,0.9969320297241211
461,50,0.3,0.5,1774,106,1,1.199876308441162
462,50,0.3,0.5,1671,98,1,1.18172287940979
463,50,0.3,0.5,1716,0,0,1.16251802444458
464,50,0.3,0.5,1557,98,1,1.2532761096954346
465,50,0.3,0.5,1567,98,1,0.9575309753417969
466,50,0.3,0.5,1684,0,0,1.0290145874023438
467,50,0.3,0.5,1641,102,1,0.9592351913452148
468,50,0.3,0.5,1745,98,1,0.9662866592407227
469,50,0.3,0.5,1693,98,1,1.137559413909912
470,50,0.3,0.5,1,0,0,0.5156316757202148
471,50,0.3,0.5,1640,98,1,0.9678440093994141
472,50,0.3,0.5,1763,0,0,1.018775463104248
473,50,0.3,0.5,1681,102,1,0.862940788269043
474,50,0.3,0.5,10,0,0,0.6122958660125732
475,50,0.3,0.5,1720,102,1,1.1112303733825684
476,50,0.3,0.5,1763,98,1,1.254788875579834
477,50,0.3,0.5,1668,0,0,1.0983610153198242
478,50,0.3,0.5,4,0,0,0.41707897186279297
479,50,0.3,0.5,1708,0,0,1.0498933792114258
480,50,0.3,0.5,6,0,0,0.5281469821929932
481,50,0.3,0.5,1713,0,0,1.2325809001922607
482,50,0.3,0.5,1646,0,0,0.9973740577697754
483,50,0.3,0.5,1724,98,1,1.188946008682251
484,50,0.3,0.5,1725,100,1,1.1828899383544922
485,50,0.3,0.5,1745,98,1,1.0624985694885254
486,50,0.3,0.5,1,0,0,0.01842021942138672
487,50,0.3,0.5,1682,104,1,0.8906688690185547
488,50,0.3,0.5,1748,100,1,1.084913969039917
489,50,0.3,0.5,1781,98,1,1.020735502243042
490,50,0.3,0.5,5,0,0,0.484790563583374
491,50,0.3,0.5,1773,0,0,1.1898293495178223
492,50,0.3,0.5,4,0,0,0.6641154289245605
493,50,0.3,0.5,1690,102,1,0.928804874420166
494,50,0.3,0.5,1714,98,1,1.323211908340454
495,50,0.3,0.5,1657,104,1,1.1459531784057617
496,50,0.3,0.5,1724,0,0,1.115403413772583
497,50,0.3,0.5,1709,0,0,1.0888807773590088
498,50,0.3,0.5,1735,98,1,1.0515015125274658
499,50,0.3,0.5,4,0,0,0.48653197288513184
